OID_,subtype,curb_id,txt_failed,txt,img_urls,arrows,type,symbols,dist_m,facing,
15230, ,cGhpbGFkZWxwaGlhOjg5NTk2,F,TOW AWAY ZONE 1-888-591-3636 NO STOPPING ANY TIME,"https://api.coord.com/surveyor/photo/372124, https://api.coord.com/surveyor/photo/374936",right,Parking Sign,Tow Away,8.7399998,street,
11560, ,cGhpbGFkZWxwaGlhOjQ3NzAx,F,TOW AWAY ZONE 1-888-591-3636 NO STOPPING  ANY TIME,https://api.coord.com/surveyor/photo/365959,left_right,Parking Sign,Tow Away,11.2399998,street,
14941, ,cGhpbGFkZWxwaGlhOjg4Mjc2,F,TOW AWAY ZONE 1-888-591-3636 NO PARKING SCHOOL DAYS 7 AM - 3:30 PM,"https://api.coord.com/surveyor/photo/373819, https://api.coord.com/surveyor/photo/374895",left,Parking Sign, ,80.8300018,unknown,
10351, ,cGhpbGFkZWxwaGlhOjQyOTgz,F,TOW AWAY ZONE 1-888-591-3636 NO PARKING ANY TIME,"https://api.coord.com/surveyor/photo/371251, https://api.coord.com/surveyor/photo/369086",right,Parking Sign,Tow Away,45.4900017,street,
3253, ,cGhpbGFkZWxwaGlhOjEyODg0,F,TOW AWAY ZONE 1-888-591-3636 LOADING ONLY 30 MIN LIMIT MON-SUN 8:00AM-10:00PM,"https://api.coord.com/surveyor/photo/374595, https://api.coord.com/surveyor/photo/373378",left,Parking Sign,Tow Away,83.0999985,street,
13359, ,cGhpbGFkZWxwaGlhOjczNzk4,F,TOW AWAY ZONE 1-888-591-3636    NO STOPPING ANY TIME,https://api.coord.com/surveyor/photo/357624,left_right,Parking Sign,Tow Away,118.1200027,unknown,
347, ,cGhpbGFkZWxwaGlhOjQ2MDI,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/346136,none,Parking Sign, ,22.1299992,street,
395, ,cGhpbGFkZWxwaGlhOjQ2MDM,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/346182, https://api.coord.com/surveyor/photo/360260",none,Parking Sign,Tow Away,112.0400009,unknown,
446, ,cGhpbGFkZWxwaGlhOjQ2MDc,F,tow away zone 1-888-591-3636,https://api.coord.com/surveyor/photo/642072,none,Parking Sign,Tow Away,13,sidewalk,
588, ,cGhpbGFkZWxwaGlhOjQ2MTU,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/642004,none,Parking Sign,Tow Away,89.2600021,unknown,
632, ,cGhpbGFkZWxwaGlhOjQ2MTg,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/368262, https://api.coord.com/surveyor/photo/372435",none,Parking Sign,Tow Away,7.4699998,street,
635, ,cGhpbGFkZWxwaGlhOjQ2MTg,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/368265,none,Parking Sign,Tow Away,45.5699997,street,
642, ,cGhpbGFkZWxwaGlhOjQ2MTg,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/368273,none,Parking Sign,Tow Away,101.2600021,street,
690, ,cGhpbGFkZWxwaGlhOjQ2MjA,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/368318, https://api.coord.com/surveyor/photo/372457",none,Parking Sign,Tow Away,45.1500015,unknown,
696, ,cGhpbGFkZWxwaGlhOjQ2MjA,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/368322, https://api.coord.com/surveyor/photo/372459",none,Parking Sign,Tow Away,78.7399979,street,
702, ,cGhpbGFkZWxwaGlhOjQ2MjA,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/368326, https://api.coord.com/surveyor/photo/372461",none,Parking Sign,Tow Away,123.4800034,unknown,
763, ,cGhpbGFkZWxwaGlhOjQ2NjE,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/373908,none,Parking Sign,Tow Away,121.5599976,unknown,
1038, ,cGhpbGFkZWxwaGlhOjQ2OTY,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/368370,none,Parking Sign,Tow Away,124.0299988,unknown,
1064, ,cGhpbGFkZWxwaGlhOjU1ODA,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/376763, https://api.coord.com/surveyor/photo/377294",none,Parking Sign, ,40.5299988,street,
1126, ,cGhpbGFkZWxwaGlhOjU2MTg,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/377328, https://api.coord.com/surveyor/photo/376785",none,Parking Sign,Tow Away,28.3600006,street,
1158, ,cGhpbGFkZWxwaGlhOjU2MjY,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/373251,none,Parking Sign,Tow Away,104.5800018,unknown,
1213, ,cGhpbGFkZWxwaGlhOjU2Mjk,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/368852,none,Parking Sign,Tow Away,82.2799988,unknown,
1218, ,cGhpbGFkZWxwaGlhOjU2Mjk,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/368878,none,Parking Sign,Tow Away,107.6399994,unknown,
1293, ,cGhpbGFkZWxwaGlhOjcwODA,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/369317,none,Parking Sign,Tow Away,98.3199997,street,
1296, ,cGhpbGFkZWxwaGlhOjcwODA,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/369332,none,Parking Sign,Tow Away,106.9499969,unknown,
1590, ,cGhpbGFkZWxwaGlhOjcxMDc,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/361155,none,Parking Sign,Tow Away,3.3,street,
1653, ,cGhpbGFkZWxwaGlhOjcxMDg,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/361029,none,Parking Sign,Tow Away,23.9099998,street,
1665, ,cGhpbGFkZWxwaGlhOjcxMDg,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/361035,none,Parking Sign,Tow Away,110.7799988,street,
1951, ,cGhpbGFkZWxwaGlhOjcxMjU,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/360355,none,Parking Sign,Tow Away,70.9100037,unknown,
2008, ,cGhpbGFkZWxwaGlhOjcxNDg,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/368041, https://api.coord.com/surveyor/photo/368650",none,Parking Sign,Tow Away,74.2600021,unknown,
2249, ,cGhpbGFkZWxwaGlhOjExMjAy,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/370798,none,Parking Sign,Tow Away,11.9799995,unknown,
2253, ,cGhpbGFkZWxwaGlhOjExMjY4,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/370802, https://api.coord.com/surveyor/photo/361795",none,Parking Sign,Tow Away,8.9399996,sidewalk,
2329, ,cGhpbGFkZWxwaGlhOjExMzE5,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/376854, https://api.coord.com/surveyor/photo/377433",none,Parking Sign,Tow Away,57.5699997,street,
2338, ,cGhpbGFkZWxwaGlhOjExMzIw,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/377450, https://api.coord.com/surveyor/photo/376867",none,Parking Sign,Tow Away,122.2399979,street,
2378, ,cGhpbGFkZWxwaGlhOjExMzI2,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/373266,none,Parking Sign,Tow Away,0,street,
3031, ,cGhpbGFkZWxwaGlhOjExNjEz,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/376355,none,Parking Sign,Tow Away,28.7000008,unknown,
3037, ,cGhpbGFkZWxwaGlhOjExNjEz,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/376360,none,Parking Sign,Tow Away,126.3700027,unknown,
3207, ,cGhpbGFkZWxwaGlhOjEyODgx,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/373354,none,Parking Sign,Tow Away,19.7399998,unknown,
3219, ,cGhpbGFkZWxwaGlhOjEyODgy,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/369992,none,Parking Sign,Tow Away,6.8299999,unknown,
3225, ,cGhpbGFkZWxwaGlhOjEyODgy,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/369994, https://api.coord.com/surveyor/photo/373363",none,Parking Sign,Tow Away,49.4199982,unknown,
3240, ,cGhpbGFkZWxwaGlhOjEyODg0,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/374590, https://api.coord.com/surveyor/photo/373373",none,Parking Sign,Tow Away,4.9899998,street,
3247, ,cGhpbGFkZWxwaGlhOjEyODg0,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/374593, https://api.coord.com/surveyor/photo/373376",none,Parking Sign,Tow Away,60.8600006,street,
3259, ,cGhpbGFkZWxwaGlhOjEyODg0,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/374597, https://api.coord.com/surveyor/photo/373380",none,Parking Sign,Tow Away,115.0699997,street,
3262, ,cGhpbGFkZWxwaGlhOjEyODg0,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/373381,none,Parking Sign,Tow Away,121.0199966,street,
3285, ,cGhpbGFkZWxwaGlhOjEyODg1,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/373390,none,Parking Sign,Tow Away,115.6299973,unknown,
3296, ,cGhpbGFkZWxwaGlhOjEyODg2,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/370686, https://api.coord.com/surveyor/photo/374601",none,Parking Sign,Tow Away,12.3699999,street,
3305, ,cGhpbGFkZWxwaGlhOjEyODg2,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/370706,none,Parking Sign,Tow Away,73.3099976,street,
3325, ,cGhpbGFkZWxwaGlhOjEyODg3,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/641884,none,Parking Sign,Tow Away,48.9199982,street,
3329, ,cGhpbGFkZWxwaGlhOjEyODg3,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/641885,none,Parking Sign,Tow Away,110.9400024,street,
3348, ,cGhpbGFkZWxwaGlhOjEyODg5,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/641879,none,Parking Sign,Tow Away,71.6800003,street,
4371, ,cGhpbGFkZWxwaGlhOjEzNDYx,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/370928, https://api.coord.com/surveyor/photo/368092",none,Parking Sign,Tow Away,36.9799995,unknown,
4413, ,cGhpbGFkZWxwaGlhOjEzNDY2,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/346559,none,Parking Sign,Tow Away,94.2099991,unknown,
4534, ,cGhpbGFkZWxwaGlhOjEzOTM2,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/361129, https://api.coord.com/surveyor/photo/361349",none,Parking Sign,Tow Away,17.9699993,unknown,
4813, ,cGhpbGFkZWxwaGlhOjE0NDIx,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/360506, https://api.coord.com/surveyor/photo/350856",none,Parking Sign,Tow Away,85.6600037,unknown,
4847, ,cGhpbGFkZWxwaGlhOjE0NjU0,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/346384,none,Parking Sign,Tow Away,60.0400009,street,
5157, ,cGhpbGFkZWxwaGlhOjE0NzQ1,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/370987, https://api.coord.com/surveyor/photo/368135",none,Parking Sign,Tow Away,12.0699997,unknown,
5160, ,cGhpbGFkZWxwaGlhOjE0NzQ1,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/368136,none,Parking Sign,Tow Away,29.7000008,unknown,
5313, ,cGhpbGFkZWxwaGlhOjE2MDc1,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/356788, https://api.coord.com/surveyor/photo/361848",none,Parking Sign,Tow Away,47.4199982,unknown,
5316, ,cGhpbGFkZWxwaGlhOjE2MDc1,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/356790, https://api.coord.com/surveyor/photo/361852",none,Parking Sign,Tow Away,53.1699982,unknown,
5326, ,cGhpbGFkZWxwaGlhOjE2MDc3,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/356799, https://api.coord.com/surveyor/photo/361868",none,Parking Sign,Tow Away,23.5699997,unknown,
5371, ,cGhpbGFkZWxwaGlhOjE2MDgw,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/361963,none,Parking Sign,Tow Away,0.23,unknown,
5377, ,cGhpbGFkZWxwaGlhOjE2MDgx,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/366517,none,Parking Sign,Tow Away,2.8099999,unknown,
5381, ,cGhpbGFkZWxwaGlhOjE2MDgx,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/366521, https://api.coord.com/surveyor/photo/356672",none,Parking Sign,Tow Away,36.4599991,unknown,
5408, ,cGhpbGFkZWxwaGlhOjE2NjYy,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/361978, https://api.coord.com/surveyor/photo/356869",none,Parking Sign,Tow Away,2.3,unknown,
5410, ,cGhpbGFkZWxwaGlhOjE2NjYy,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/361980, https://api.coord.com/surveyor/photo/356872",none,Parking Sign,Tow Away,10.1800003,unknown,
5593, ,cGhpbGFkZWxwaGlhOjE2OTI2,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/350975, https://api.coord.com/surveyor/photo/356084",none,Parking Sign,Tow Away,105.7600021,unknown,
5636, ,cGhpbGFkZWxwaGlhOjE2OTM4,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/350992, https://api.coord.com/surveyor/photo/356094",none,Parking Sign,Tow Away,35.0400009,unknown,
5646, ,cGhpbGFkZWxwaGlhOjE2OTM4,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/350995, https://api.coord.com/surveyor/photo/356097",none,Parking Sign,Tow Away,93.6100006,unknown,
5696, ,cGhpbGFkZWxwaGlhOjE2OTQy,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/371002, https://api.coord.com/surveyor/photo/368158",none,Parking Sign,Tow Away,84.5,unknown,
5701, ,cGhpbGFkZWxwaGlhOjE2OTQz,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/368161, https://api.coord.com/surveyor/photo/371006",none,Parking Sign,Tow Away,5.0300002,unknown,
5853, ,cGhpbGFkZWxwaGlhOjE2OTgw,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/357012,none,Parking Sign,Tow Away,97.4100037,unknown,
5863, ,cGhpbGFkZWxwaGlhOjE4MDgz,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/346157,none,Parking Sign,Tow Away,12.75,street,
6157, ,cGhpbGFkZWxwaGlhOjE5OTYw,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/361645, https://api.coord.com/surveyor/photo/368250",none,Parking Sign,Tow Away,6.5100002,unknown,
6210, ,cGhpbGFkZWxwaGlhOjE5OTYy,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/361746, https://api.coord.com/surveyor/photo/368292",none,Parking Sign,Tow Away,109.3399963,unknown,
6492, ,cGhpbGFkZWxwaGlhOjI0MjY4,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/356715, https://api.coord.com/surveyor/photo/346211",none,Parking Sign,Tow Away,8.0799999,unknown,
6513, ,cGhpbGFkZWxwaGlhOjI0MjY5,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/356723, https://api.coord.com/surveyor/photo/346229",none,Parking Sign,Tow Away,6.6399999,street,
6654, ,cGhpbGFkZWxwaGlhOjI0Mjc0,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/356768, https://api.coord.com/surveyor/photo/357072",none,Parking Sign,Tow Away,111.9700012,unknown,
6728, ,cGhpbGFkZWxwaGlhOjI0Mjgz,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/361794, https://api.coord.com/surveyor/photo/361617",none,Parking Sign,Tow Away,76.5500031,street,
6740, ,cGhpbGFkZWxwaGlhOjI0Mjg0,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/361842,none,Parking Sign,Tow Away,12.4499998,unknown,
6967, ,cGhpbGFkZWxwaGlhOjI0Mjk4,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/356825, https://api.coord.com/surveyor/photo/357115",none,Parking Sign,Tow Away,107.4800034,street,
7023, ,cGhpbGFkZWxwaGlhOjI0MzAw,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/357182, https://api.coord.com/surveyor/photo/362610",none,Parking Sign,Tow Away,122.3700027,street,
7029, ,cGhpbGFkZWxwaGlhOjI0MzAx,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/362631, https://api.coord.com/surveyor/photo/357191",none,Parking Sign,Tow Away,21.9599991,unknown,
7033, ,cGhpbGFkZWxwaGlhOjI0MzAx,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/362633, https://api.coord.com/surveyor/photo/357194",none,Parking Sign,Tow Away,29.8700008,unknown,
7122, ,cGhpbGFkZWxwaGlhOjI0MzA4,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/347044,none,Parking Sign,Tow Away,95.2699966,unknown,
7149, ,cGhpbGFkZWxwaGlhOjI0MzEw,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/361748, https://api.coord.com/surveyor/photo/371032",none,Parking Sign,Tow Away,40.3899994,street,
7153, ,cGhpbGFkZWxwaGlhOjI0MzEw,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/361752, https://api.coord.com/surveyor/photo/371033",none,Parking Sign,Tow Away,48.5900002,unknown,
7179, ,cGhpbGFkZWxwaGlhOjI0MzEx,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/361782, https://api.coord.com/surveyor/photo/361952",none,Parking Sign,Tow Away,129.0800018,sidewalk,
7218, ,cGhpbGFkZWxwaGlhOjI0MzIw,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/368947,none,Parking Sign,Tow Away,13.3500004,unknown,
7457, ,cGhpbGFkZWxwaGlhOjI3Nzk0,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/357229,none,Parking Sign,Tow Away,90.5999985,unknown,
7460, ,cGhpbGFkZWxwaGlhOjI3Nzk0,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/357231,none,Parking Sign,Tow Away,94.8399963,unknown,
7466, ,cGhpbGFkZWxwaGlhOjI3Nzk1,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/357235,none,Parking Sign,Tow Away,32.9500008,sidewalk,
7481, ,cGhpbGFkZWxwaGlhOjI3Nzk2,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/362723,none,Parking Sign,Tow Away,55.6100006,unknown,
7509, ,cGhpbGFkZWxwaGlhOjI3ODAy,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/357253, https://api.coord.com/surveyor/photo/362728",none,Parking Sign,Tow Away,16.2099991,unknown,
7512, ,cGhpbGFkZWxwaGlhOjI3ODAy,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/357255, https://api.coord.com/surveyor/photo/362730",none,Parking Sign,Tow Away,52.0099983,unknown,
7516, ,cGhpbGFkZWxwaGlhOjI3ODAz,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/357260, https://api.coord.com/surveyor/photo/362734",none,Parking Sign,Tow Away,0.03,unknown,
7519, ,cGhpbGFkZWxwaGlhOjI3ODAz,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/357263, https://api.coord.com/surveyor/photo/362736",none,Parking Sign,Tow Away,64.5,unknown,
7573, ,cGhpbGFkZWxwaGlhOjMwNTc5,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/374646,none,Parking Sign,Tow Away,6.9299998,street,
7831, ,cGhpbGFkZWxwaGlhOjMwNjAx,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/356899, https://api.coord.com/surveyor/photo/346819",none,Parking Sign,Tow Away,63.3800011,unknown,
8140, ,cGhpbGFkZWxwaGlhOjMwNjQ4,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/371097, https://api.coord.com/surveyor/photo/368967",none,Parking Sign,Tow Away,65.2200012,unknown,
8207, ,cGhpbGFkZWxwaGlhOjMxMzg3,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/357273,none,Parking Sign,Tow Away,17.2600002,unknown,
8755, ,cGhpbGFkZWxwaGlhOjM5Mjc4,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/356213, https://api.coord.com/surveyor/photo/357029",none,Parking Sign,Tow Away,93.0999985,street,
8818, ,cGhpbGFkZWxwaGlhOjM5Mjgx,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/360662, https://api.coord.com/surveyor/photo/347054",none,Parking Sign,Tow Away,69.2900009,street,
8835, ,cGhpbGFkZWxwaGlhOjM5MzI3,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/351087, https://api.coord.com/surveyor/photo/356219",none,Parking Sign,Tow Away,72.7699966,unknown,
9126, ,cGhpbGFkZWxwaGlhOjQwMzc4,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/375502, https://api.coord.com/surveyor/photo/369052",none,Parking Sign, ,53.2900009,street,
9148, ,cGhpbGFkZWxwaGlhOjQwMzgw,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/369062,none,Parking Sign,Tow Away,50.6300011,street,
9159, ,cGhpbGFkZWxwaGlhOjQwMzgx,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/362283, https://api.coord.com/surveyor/photo/375521",none,Parking Sign,Tow Away,13.1700001,street,
9200, ,cGhpbGFkZWxwaGlhOjQwMzg0,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/362321, https://api.coord.com/surveyor/photo/375540",none,Parking Sign,Tow Away,5.9400001,street,
9239, ,cGhpbGFkZWxwaGlhOjQwNDAx,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/362339,none,Parking Sign,Tow Away,0,unknown,
9516, ,cGhpbGFkZWxwaGlhOjQwODc4,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/374764, https://api.coord.com/surveyor/photo/373726",none,Parking Sign,Tow Away,32.3499985,unknown,
9519, ,cGhpbGFkZWxwaGlhOjQwODc4,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/374765,none,Parking Sign,Tow Away,61.6599998,unknown,
9522, ,cGhpbGFkZWxwaGlhOjQwODc4,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/374766, https://api.coord.com/surveyor/photo/373728",none,Parking Sign,Tow Away,68.8399963,unknown,
9680, ,cGhpbGFkZWxwaGlhOjQxMzk5,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/366843, https://api.coord.com/surveyor/photo/365914",none,Parking Sign,Tow Away,53.3300018,unknown,
9684, ,cGhpbGFkZWxwaGlhOjQxMzk5,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/366845, https://api.coord.com/surveyor/photo/365913",none,Parking Sign,Tow Away,55.3600006,unknown,
10397, ,cGhpbGFkZWxwaGlhOjQyOTg4,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/357133, https://api.coord.com/surveyor/photo/356281",none,Parking Sign,Tow Away,32.7799988,unknown,
10457, ,cGhpbGFkZWxwaGlhOjQyOTk0,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/357144, https://api.coord.com/surveyor/photo/356287",none,Parking Sign,Tow Away,51.6199989,unknown,
10487, ,cGhpbGFkZWxwaGlhOjQyOTk2,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/374801, https://api.coord.com/surveyor/photo/373759",none,Parking Sign,Tow Away,142.8899994,unknown,
10529, ,cGhpbGFkZWxwaGlhOjQzMDIx,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/357158, https://api.coord.com/surveyor/photo/356295",none,Parking Sign,Tow Away,64.7600021,unknown,
10708, ,cGhpbGFkZWxwaGlhOjQzMjM2,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/361996,none,Parking Sign,Tow Away,6.9899998,unknown,
10990, ,cGhpbGFkZWxwaGlhOjQ0MjY2,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/357423, https://api.coord.com/surveyor/photo/365681",none,Parking Sign,Tow Away,0.27,unknown,
11165, ,cGhpbGFkZWxwaGlhOjQ0ODg4,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/368384, https://api.coord.com/surveyor/photo/362194",none,Parking Sign,Tow Away,83.7699966,unknown,
11463, ,cGhpbGFkZWxwaGlhOjQ2MTUy,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/367005, https://api.coord.com/surveyor/photo/371862",none,Parking Sign,Tow Away,35.0299988,unknown,
11498, ,cGhpbGFkZWxwaGlhOjQ2MTU1,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/366112,none,Parking Sign,Tow Away,61.7099991,unknown,
11534, ,cGhpbGFkZWxwaGlhOjQ2MTU3,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/374858, https://api.coord.com/surveyor/photo/371902",none,Parking Sign,Tow Away,7.9400001,unknown,
11776, ,cGhpbGFkZWxwaGlhOjQ5NTEz,F,TOW AWAY ZONE 1-888-591-3636,"https://api.coord.com/surveyor/photo/372216, https://api.coord.com/surveyor/photo/373022",none,Parking Sign,Tow Away,61.3699989,unknown,
12146, ,cGhpbGFkZWxwaGlhOjU0MjYz,F,TOW AWAY ZONE 1-888-591-3636,https://api.coord.com/surveyor/photo/351177,none,Parking Sign,Tow Away,39.7000008,unknown,
